Food Product,Moisture,Protein,Fat,Total Carbohydrates,Sugars,Dietary Fiber,Crude Fiber,Ash,FRAP_value
"Starhair groundcherry/ grape groundcherry, leaf, raw",82.8,4.9,0.6,7.3,6.297647059,5.709960784313726,1.7,2.7,18.44
"Black nightshade, leaf, raw",82.5,5.3,0.4,5.3,6.297647059,6.214125490196079,2.8,3.7,12.08
"Leaf, raw",72.1,4.8,0.7,12.9,15.413570588235295,5.1651058823529405,6.5,3,14.3
"Indian jute, leaf, raw",70.5,4.6,0.5,13.6,18.478829411764707,5.1651058823529405,7.3,3.5,27.78
"Annual Nettle/ Dwarf Nettle/ Small Nettle, leaf, raw",80.2,5.4,0.7,6.7,8.733335294117648,6.430792156862744,2.1,4.9,12.69
"Succulent stem, raw",88.4,0.7,0.2,7.8,5.777194117647059,2.621488235294118,1.6,1.3,8.08
"Succulent stem, raw",93.9,0.3,0.2,4.1,2.8438176470588235,1.6683411764705884,0.7,0.8,2.02
"Succulent stem, raw",94.7,0.6,0.1,3.6,2.670641176470588,1.6779490196078433,0.4,0.6,13.61
"Carrion flower, succulent stem, raw",93.6,0.7,0.3,3.2,2.5520529411764707,1.792537254901961,0.9,1.3,27.06
"Succulent stem, raw",94.2,0.2,0.02,4.1,3.191405882352941,1.6683411764705882,0.8,0.7,10.31
"Succulent stem, raw",91.1,0.8,0.2,5.3,3.682517647058824,2.053984314,1.1,1.5,16.42
"Wild onion, stem, raw",73.9,1.2,0.2,14.2,13.70533529411765,4.809399999999999,9.8,0.7,22.05
"Hotnots Cabbage/ Buck cabbage/ Field cabbage, stem, raw",89.6,0.8,0.1,6.1,4.626194117647059,2.251786274509804,2.2,1.2,3.01
"Hotnots cabbage/ Buck cabbage/ Field cabbage, stem with flowers, raw",84.9,2.2,0.5,7.5,6.517088235294118,4.599880392156863,2.8,2.1,17.07
"Albuca, flowers and stems, raw",93.5,0.3,0.1,5.5,3.405705882352941,1.433227450980392,0.2,0.4,4.18
"Mushroom, raw",76.1,5,0.7,13.5,11.717223529411765,4.124635294117647,3.5,1.2,4.59
"Shaggy ink cap/ lawyer's wig/ shaggy mane, mushroom, raw",90.8,2.1,0.1,5,3.522752941176471,2.283235294117647,1.2,0.8,10.6
"Kalahari truffle, mushroom, raw",80.1,4.1,3.5,8.1,9.512747059,6.016713725490196,2.6,1.6,10.83
"Cowpea, seed without testa, fresh, raw",79.6,2.1,0.2,15.4,9.321047059,3.991517647058823,1.6,1.1,5.49
"Wild Onion, bulb, peeled, fresh, raw",65.2,3.1,0.1,29.6,22.762431176470585,5.001576470588235,0.9,1.1,10.51
"Amaranth, leaves, raw",88.5,4.3,0.8,2.6,3.805511764705882,3.338527450980392,1.6,2.2,10.32
"Fluted pumpkin, leaves, raw",91.9,1.8,0.8,2.1,2.5513352941176466,3.090039215686274,1.4,2,5.98
"Gnetum vegetable, leaves, raw",86.4,5.2,0.7,3.6,4.6078705882352935,4.145801960784314,1.8,2.3,10.99
"Creeping spinach, leaves, raw",86.2,3.8,0.7,6.3,4.501841176470588,3.2742725490196074,1.3,1.7,0.26
"Bush okro, leaves, raw",88.7,2,0.7,4.7,4.792311764705883,2.935547058823529,1.6,2.3,10.33
"Cocoyam, leaves, raw",88.1,3.1,0.5,5,4.7016647058823535,2.822919607843137,1.3,2,18.08
"Fennel, leaves, raw",88.38999999999999,2.153333333333334,0.7567692352941178,3.846666666666666,4.006017647058823,3.576666666666667,1.723529411764706,1.782035943,18.09
"Sorrel,  leaves, raw",92.25,0.6866666666666666,0.2364938823529411,4.016666666666667,2.604876470588235,1.396666666666667,1.0941176470588234,1.496666666666667,10.04
"Wild raddish,  shoots and leaves, raw",90.96999999999998,1.486666666666667,0.506764706,3.646666666666667,2.682629411764706,2.23,1.3823529411764706,1.446666666666666,7.29
"N/A, basal leaves, raw",89.20333333333333,1.573333333333334,0.7321764705882353,1.876666666666667,3.628335294117648,4.646666666666667,1.5764705882352943,2.39,4.89
"Chicory, leaves and roots, raw",91.08333333333331,0.5299999999999999,0.4835988235294117,2.116666666666667,2.664394118,4.446666666666666,1.2999999999999998,1.54,17.33
"Sea beet, basal leaves, raw",89.23,2.416666666666667,0.8454117647058823,1.263333333333333,3.713394117647059,5.266666666666667,1.576470588235294,1.636666666666667,15.18
"Golden thistle, roots and leaves, raw",92.93,0.4766666666666666,0.326039,1.3,2.344276470588236,4.213333333333334,1.0411764705882354,0.8266666666666668,8.22
"Starflower, leaves, raw",89.64333333333332,0.4266666666666667,0.6916696470588236,2.326666666666667,3.158923529411765,5.68,1.552941176470588,1.793333333333333,16.33
"Shepherd's-purse, leaves, raw",90.99,2.656666666666667,0.6402588235294118,2.4,2.689276470588236,1.356666666666667,1.5470588235294118,1.64,4.03
"Crown Daisy, sprouts, raw",90.26333333333332,1.58,0.7754931764705884,0.84,2.920629411764706,5.71,1.5647058823529412,1.3,6.86
"Alisa0ers, Horse parsley, shoots a0 leaves, raw",89.16000000000001,0.66,0.6046104117647059,3.373333333333333,3.612511764705882,5.173333333333333,1.811764705882353,1.516666666666667,8.27
"Glasswort, plant, raw",87.18,0.8566666666666666,0.4927986470588235,5.82,4.618135294117646,2.626666666666666,2.147058823529412,3.02,1.45
"Rock samphire, plant and leaves, raw",88.87333333333333,0.31,0.6810809999999999,2.476666666666667,3.628335294117647,5.696666666666666,1.6294117647058823,2.246666666666667,15.82
"Ground elder, leaves, raw",90.49666666666668,1.036666666666667,0.7284343529411765,1.083333333333333,2.8291000000000004,5.173333333333333,1.5058823529411764,1.836666666666667,7.71
Corky-fruited water-dropwort,92.64,1.138333333333333,0.4384701176470588,2.07,2.5513352941176475,2.21,1.0941176470588236,1.566666666666667,12.95
"Watercress,  leaves, raw",87.67,4.846666666666667,0.6456882352941176,0.33,5.065052941176471,4.420000000000001,1.5676470588235296,2.33,20.8
"Rush skeletonweed, leaves, raw",89.77,3.22,0.6438941176470587,3.613333333333333,3.148688235294117,1.373333333333333,1.5470588235294116,1.32,6.9
"Star-of-Bethlehem, leaves and bulbs, raw",86.99333333333334,0.5266666666666667,0.3673411764705882,8.926666666666668,6.8380882352941175,2.453333333333333,1.738423529411765,0.8366666666666666,10.73
"Common chicory, leaves, raw",91.55,1.583333333333333,0.6058230588235294,0.3833333333333333,2.533100000000001,4.47,1.3588235294117648,1.19,6.76
"Black bryony, leaves, raw",89.43,1.376666666666667,0.8166696470588236,1.323333333333333,3.9394529411764703,6.5,1.5823529411764707,0.9366666666666666,2.39
"N/A,  leaves, raw",87.59666666666668,0.1866666666666666,0.4388420588235293,6.023333333333333,4.590488235294118,3.546666666666667,1.997058823529412,1.796666666666667,17.42
"Catbriers, greenbriers, shoots, raw",82.63666666666667,3.926666666666665,0.3852941176470588,3.883333333333333,6.3217647058823525,8.173333333333332,2.2205882352941178,0.97,17.83
"Lmab's quarters, leaves and shoots, raw",92.63666666666666,0.9766666666666666,0.3323404705882353,2.25,2.5513352941176475,2.213333333333333,1.1294117647058826,1.573333333333334,11.96
"Curly dock, yellow dock,  leaves, raw",90.55333333333334,1.846666666666667,0.7696108235294118,1.06,2.8291000000000004,5.05,1.4705882352941178,1.13,5.85
"Indian knotgrass, leaves, raw",77.94333333333333,2.063333333333333,1.3565320588235297,6.77,11.363335294117649,9.52,3.8358897647058825,3.046666666666667,21.17
"N/A, leaves, raw",83.37,1.936666666666667,0.3029411764705882,1.36,6.895294117647058,10.76333333333333,2.544117647058824,1.706666666666667,14.03
"Tumbleweed, root collar",90.44,1.146666666666667,0.616,3.456666666666667,2.482217647058824,3.366666666666667,1.435294117647059,1.456666666666667,0.9
"Caper bush, fruits, fresh",80.58,4.1,1.3506882352941174,9.42,8.941688235294118,4.29,3.5288,1.086666666666667,11.34
"N/A,  root",7.306666666666668,6.626666666666666,3.9603882352941175,68.49333333333334,13.69655294117647,6.890000000000001,4.835068352941176,10.14333333333333,31.89
"N/A, fruits, seeds, raw",59.35,0.2766666666666666,4.436070588235293,12.67333333333333,32.66411764705883,25.47666666666667,5.444935294117648,1.376666666666667,20.45
"Saffron milk cap, mushroom, raw",91.87666666666668,0.1666666666666666,0.3459811764705882,2.856666666666667,2.344276470588236,4.05,1.1941176470588235,0.66,10.09
"Calamus, rhizoms",14.38333333333333,0.5599999999999999,3.0832283529411764,44.31333333333333,26.747617647058828,30.93,2.797548705882353,6.433333333333334,14.22
"Banana, Gran Enana, peeled, ripe, raw",77.75,1.56,1.2108438235294117,16.176407352941176,17.9,2.45,2.836019176470588,1,26.23
"Banana, Pequeña Enana, peeled, ripe, raw",77.45,1.61,1.247314411764706,16.499936764705883,16.83,2.34,2.818372117647059,0.97,9.11
"Fruit flesh, raw",86.4,2.7,0.3,9,6.583911764705881,2.972860784313726,0.9,0.7,1.36
"Wild plum, fruit flesh, raw",87.4,0.7,0.2,9.1,7.0739705882352935,2.741331373,1.7,0.8,16.61
"Live-long/ live-long lannea/ tree grape, fruit flesh, raw",81.3,2.2,0.9,10.3,7.210323529411764,4.943282352941177,4.2,1.1,14.88
"Namaqua Resin Tree, fruit flesh, raw",76.6,2.5,2,14.4,12.219164705882354,4.293517647058824,2.8,1.7,1.2
"Marula, fruit flesh, raw",85,0.5,0.4,12,6.988982352941176,3.2710941176470585,1.2,0.9,10.62
"African custard-apple/ wild custard apple/ wild soursop, fruit flesh, raw",77.2,1.7,1.5,14.5,11.072105882352943,4.0241058823529405,3.9,1.2,22.46
"Large hook-berry/ Purple hook-berry, fruit flesh, raw",82.3,0.5,0.8,10.4,6.7384,4.611082352941176,5.2,0.8,13.95
"Num-num, fruit flesh, raw",81.6,0.7,1.2,14,7.347876470588235,3.971588235294118,1.8,0.7,6.01
"Natal Plum, whole fruit, raw",79.7,0.5,1.1,16.4,8.6034,3.991517647058823,1.6,0.7,14.37
"Wild Apricot, fruit flesh, raw",78.7,0.8,0.4,18.4,11.02098823529412,4.674164705882353,1.3,0.4,9.4
"Rubber vine/ Sand apricot-vine, fruit flesh, raw",76.2,0.6,0.6,21.6,14.5874,4.858223529411765,0.5,0.5,9.85
"Climbing wild apricot, fruit flesh, raw",81.3,0.6,0.2,16.5,8.895517647058824,4.591047058823528,0.7,0.7,17.64
"African heart-vine, whole fruit, raw",88.1,2.3,0.2,6.6,4.805841176470588,2.910762745,1.5,1.3,9.53
"Deurmekaarbos, fruit flesh, raw",85.6,1.7,0.3,10.4,6.725582352941176,3.298801960784313,0.7,1.3,10.16
"Indian fig opuntia/ barbary fig/ prickly pear, fruit flesh, raw",88.4,0.7,0.1,10.2,7.091735294117648,2.3756843137254897,0.2,0.4,7.58
"Koo-boo berry, fruit flesh, raw",75.4,0.8,0.3,18.9,15.184458823529411,4.622635294117647,3.5,1.1,13.23
"Fruit flesh, raw",73.4,1.4,0.7,17.6,16.14365294117647,4.301458823529411,6,0.9,7.37
"Saffron/ saffron wood/ forest saffron, fruit flesh, raw",64.7,0.9,0.4,27.2,22.42025470588235,4.957458823529412,3.2,3.6,15.45
"Cape Saffron/ Bastard Saffron/ Forest Spoonwood, fruit flesh, raw",85.7,1.1,0.8,9.3,6.648617647058824,3.4029784313725493,2,1.1,1.3
"Fruit flesh, raw",83.8,1.1,0.3,13.5,7.387735882352941,3.9095647058823526,0.7,0.6,4.95
"Mobola Plum, fruit flesh, raw",64.6,1.6,0.5,28.9,23.53243117647059,4.957458823529412,2.9,1.5,14.98
"African Mangosteen/ Lowveld Mangosteen/ Imbe, fruit flesh, raw",83.9,0.8,0.3,13.9,8.012588823529413,3.1081529411764706,0.7,0.4,5.21
"Assegai tree/ Umlahleni/ Cape Lancewood, fruit flesh, raw",74.4,4,0.5,14.7,12.55504705882353,4.029929411764705,4.7,1.7,19.65
"Nara, fruit flesh, raw",84,1.4,0.3,11.7,6.791335294117647,4.316623529411764,1,1.6,9.34
"Gemsbok cucumber, fruit flesh, raw",90.6,1.3,0.2,4.8,3.830517647058824,2.179572549019608,2.1,1,7.23
"Tsama melon, fruit flesh, raw",94.2,0.4,0.04,3.1,2.5520529411764707,1.7926549019607845,1.2,1.1,11.69
"Wild spinach, fruit flesh, raw",91.7,1.8,1,2.6,2.6363352941176466,2.674960784313725,2.1,0.8,6.2
"Ivy Gourd/ Scarlet Gourd/ Scarlet-Fruited Gourd, fruit flesh, raw",90.3,1.8,1.3,3.9,3.0770411764705883,2.824215686,1.9,0.8,10.33
"Borobohlolo, fruit flesh, raw",87.6,2.4,0.3,16.8,8.388247647058824,2.5611117647058825,1.7,1.2,5.81
"Fruit flesh, raw",88.2,2.8,1.6,3.3,4.347276470588235,3.776860784313725,2.9,1.2,2.85
"The horned melon/ African horned cucumber or melon/ jelly melon/ hedged gourd/ English tomato/ melano/ kiwano, fruit flesh, raw ",91,1.1,0.7,5.2,3.682517647058824,2.0539843137254903,1.1,0.9,9.08
"Fruit flesh, raw",92.2,1.5,0.3,4.1,2.626394117647058,1.9409431372549013,1.1,0.8,19.84
"Calabash/ bottle gourd/ opo squash/ long melon , fruit flesh, raw",87.8,1.2,0.1,9.3,6.670076470588235,2.515449019607843,0.7,0.9,14.2
"African cucumber/ balsam apple/ balsam pear/ balsamina/ southern balsam pear, fruit flesh, raw",89.4,2,0.1,5.1,4.346076470588235,2.828803921568628,1.8,1.6,13.78
"Air potato, fruit flesh, raw",68.9,3.3,0.4,25.1,21.596607647058825,4.672164705882353,1,1.3,16.74
"Poison star-apple, fruit flesh, raw",68.2,1.3,0.2,27.7,20.632607647058823,4.672164705882353,1.1,1.5,7.68
"Bluebush/ star-apple/ monkey plum, fruit flesh, raw",78,0.9,0.1,16.5,10.638635294117648,4.037988235294117,3.5,1,4.66
"African ebony/ Jackal-berry, fruit flesh, raw",69,1.1,0.4,22,21.778842941176467,4.599164705882353,6.2,1.3,7.66
"Fruit flesh, raw",56.5,1.7,0.6,27.1,28.31772529411765,6.634568627450982,12.1,2,24.96
"Fruit flesh, raw",76.7,0.8,0.2,19.9,14.5874,4.473811764705882,1.7,0.7,6.69
"False blackbark, fruit flesh, raw",62,1.8,0.2,30.6,24.98184294117648,5.306870588235294,4.2,1.2,7.43
"Natal guarri/ Natal ebony/ large-leaved guarri, fruit flesh, raw",71.3,0.6,0.2,26.3,19.578372352941173,4.672164705882353,0.6,1,3.68
"Black ebony, fruit flesh, raw",68.5,1.6,0.1,27.8,20.632607647058823,4.672164705882353,0.7,1.3,0.37
"Fruit flesh, raw",65.3,1.4,0.3,27.4,22.42025470588235,4.957458823529413,4.3,1.3,2.69
"Tassel berry, fruit flesh, raw",93.7,0.4,0.1,3.8,2.670641176470588,1.8244196078431367,0.9,1.1,8.6
"Coastal Golden-leaf, fruit flesh, raw",81.1,0.9,0.1,15.6,8.380164705882354,4.591047058823529,1.9,0.4,10.77
"Fruit flesh, raw",81.7,1.2,0.7,13.1,7.406635294117646,3.982329411764706,2.6,0.7,13.55
"Sugar plum, fruit flesh, raw",79.4,0.6,0.2,15.4,9.321047059,3.991517647058823,3.9,0.5,19.64
"Kei apple, fruit flesh, raw",85.9,0.4,0.4,12.7,8.429894118,2.3541117647058822,0.3,0.3,7.91
"Natal Apricot, fruit flesh, raw",87.4,0.6,0.1,11.1,7.203729411764705,2.397860784313725,0.4,0.4,3.52
"Governor’s plum/ batoko plum/ Indian plum, fruit flesh, raw ",71.8,0.9,1,5,19.62098235294118,5.781596078431372,5.236965647058824,0.6,12.29
"Jackal food, fruit flesh, raw",69.9,1.7,2,18.3,20.82905882352941,4.616988235294118,5.9,2.2,8.99
"Corky monkey-orange, fruit flesh, raw",80.4,0.7,0.1,17.4,8.077476470588234,4.603341176470588,0.9,0.5,8.28
"Black monkey orange, fruit flesh, raw",73.7,1,4.2,14.6,14.33474705882353,4.8094,5.4,1.1,9.6
"Spine-leaved monkey-orange, fruit flesh, raw",72.1,1.1,0.8,18.9,17.20288823529412,4.561282352941176,6.2,1,14.45
"Spiny Monkey-orange/ Green Monkey Orange, fruit flesh, raw",78.8,2.7,0.1,15.2,9.834576470588235,3.775047058823529,1.4,1.8,4.46
"African Chewing Gum/ Snot Apple/ Tree Hibiscus, fruit flesh, raw",14.3,5.1,0.5,55.8,24.71082047058823,10.761159,4.201865529411765,4,19.46
"Cape ash, fruit flesh, raw",74.6,1.4,0.6,19.3,15.572282352941178,4.622635294117647,2.5,1.6,6.57
"Ice plant/ Highway Ice Plant/ Pigface/ Hottentot Fig, fruit flesh, raw",69.2,2.1,0.3,24.3,21.596607647058825,4.672164705882353,1.7,2.4,16.16
"Large-leaved rock fig, fruit flesh, raw",85.2,0.7,0.9,9.5,6.740294117647059,3.699154901960784,3,0.7,9.78
"Red-leaved rock fig, fruit flesh, raw",75.2,1.6,1.1,11.1,13.464570588235295,4.4544,9.7,1.3,17.08
"Giant-leaved fig, fruit flesh, raw",81.2,0.9,0.5,11.7,7.539147059,4.7174,4.1,1.5,21.14
"Broom-cluster fig/ Cape fig, fruit flesh, raw",87,1.1,0.4,5.7,4.356958823529412,3.129547058823529,4.5,1.3,17.88
"Common cluster fig/ Sycomore fig, fruit flesh, raw",82.7,1.4,0.5,10,6.670941176470588,4.481294117647059,4.3,1.1,9.32
"Bark-cloth fig/ common wild fig/ strangler fig, fruit flesh, raw",77.9,1.3,1,8.9,12.552276470588236,5.829929411764705,8.9,2,24.82
"False assegai, fruit flesh, raw",67.2,3.7,7.2,12.2,21.30135294117647,7.195556862745099,8,1.7,28.67
"Cape Beech/ IsiCalabi, fruit flesh, raw",81.8,1.5,2.2,12,7.394205882352941,4.275317647058824,1.6,0.9,2.7
"Fruit flesh, raw",85.9,0.8,0.3,9.3,6.710794117647059,3.366566666666667,3,0.7,7.47
"Dune myrtle, fruit flesh, raw",68.6,0.9,0.4,27.7,21.05066647058824,4.672164705882353,1.4,1,12.54
"Water berry, fruit flesh, raw",85.8,0.6,0.2,11.1,7.151170588235295,3.0008960784313725,1.5,0.8,0.29
"Malabar Plum, fruit flesh, raw",84.8,0.9,0.1,12.2,6.988982352941177,3.310917647058824,1.4,0.6,7.97
"Peeling plane, fruit flesh, raw",63.2,6.3,7.5,20.6,23.403666470588234,6.475745098039216,1.5,0.9,12.45
"Yellow Plum/ Sea Lemon, fruit flesh, raw",64.8,2.8,0.8,28.5,22.42025470588235,4.957458823529413,1.2,1.9,11.12
"Sour, Natal or money plum, fruit flesh, raw",77.4,1.9,1.5,17,11.544517647058823,4.077282352941175,0.9,1.3,14.21
"Sickle-leaved Yellowwood/ False Yellowwood, fruit flesh, raw",72.7,3,0.3,17.6,16.83894705882353,4.577929411764706,5.2,1.2,29.42
"Tortoise berry, fruit flesh, raw",85.1,0.5,0.4,6.5,6.483558823529412,4.745233333333334,6.6,0.9,11.98
"Bird-plum/ Brown ivory, fruit flesh, raw",78.8,1.1,0.6,15.7,9.834576470588235,3.991517647058823,2.8,1,22.95
"Pink Ivory/ Red Ivory, fruit flesh, raw",76.3,1.1,0.1,20.7,14.5874,4.858223529411765,0.7,1.1,12.25
"Cat Thorn, fruit flesh, raw",76,0.6,0.1,20.9,14.622282352941175,4.858223529411765,1.3,1.1,12.11
"Buffalo Thorn, fruit flesh, raw",56.4,3.8,0.5,34.4,29.61772529411765,5.917705882352941,2.1,3.2,13.9
"Green-twigs quar, fruit flesh, raw",51.3,2.7,0.1,41.9,37.77588235294117,7.751262235294117,2.7,1.3,6.15
"Strawberry bush, whole fruit, raw",83.4,0.7,0.3,11.5,6.906870588235294,4.159211764705882,3.6,0.5,16.09
"Wild date, fruit flesh, raw",66.2,1.4,0.7,26.5,21.47907823529412,4.957458823529412,3.9,1.3,6.49
"Mountain medlar, fruit flesh, raw",69.6,1.3,1,16.1,20.395311764705884,5.956792156862745,11.2,0.8,13.48
"Wild Medlar/ African Medlar, fruit flesh, raw",64.4,1.4,0.1,28,23.53243117647059,5.306870588235293,4.7,1.4,6.93
"Toothbrush tree/ mustard tree, fruit flesh, raw",70.8,1.9,0.6,24,20.03549,4.672164705882352,1.1,1.6,23.52
"Bastard Currant/ Bastard Taaibos/ False Currant, fruit flesh, raw",73.4,2.4,0.4,20.8,16.404117647058825,4.561282352941176,2.1,0.9,16.33
"Wild plum, fruit flesh, raw",74.3,0.9,0.6,21.5,16.404117647058822,5.024047058823529,2,0.7,2.47
"Fluted milkwood, fruit flesh, raw",58.2,2.7,3.5,32,27.065960588235296,6.721039215686274,1.9,1.1,12.68
"Milk-pear, fruit flesh, raw",75.4,2.6,1.7,17,13.865570588235292,4.189047058823529,1.9,1.4,17.91
"Forest milkberry, fruit flesh, raw",71,2.1,1.9,21.6,19.98964705882353,4.599164705882353,2.1,1.3,3.38
"Coastal Red Milkwood, fruit flesh, raw",69.7,0.8,0.6,25.7,21.59660764705882,4.672164705882353,1.9,1.3,25
"Bush red-milkwood, fruit flesh, fruit, raw",70.2,1.9,0.3,22.9,21.02707823529412,4.599164705882352,3,1.7,23.35
"Red milkwood, fruit flesh, raw",66.4,1.2,0.6,26.3,21.47907823529412,4.957458823529412,3.9,1.6,9.15
"Masethole or White Milkwood, fruit flesh, raw",70.2,4.3,4.4,17.3,18.73825294117648,4.616988235294117,1.5,2.3,16.44
"Cape gooseberry/ Inca berry/ Aztec berry/ golden berry/ giant ground cherry/ Peruvian groundcherry/ Peruvian cherry, whole fruit, raw",77.9,2.3,0.9,13.9,10.85810588235294,4.094105882352942,3.6,1.4,11.54
"Brandy bush/ Velvet raisin, fruit flesh and skin, raw",74.7,2.1,0.1,20,15.572282352941178,4.622635294117647,2,1,1.51
"Fruit flesh and skin, raw",69.6,2.4,0.6,23.5,21.596607647058825,4.672164705882353,1.8,2.1,9.89
"Mallow raisin/ Mallow-leaved cross-berry, fruit flesh and skin, raw",70,3.3,0.2,22.6,21.02707823529412,4.599164705882353,1.9,2,16.98
"Pigeon Wood/ Tree Peach, fruit flesh, raw",74.1,4.5,0.5,21.3,15.572282352941174,4.568341176470589,1.8,2.3,10.7
"Small lantana, whole fruit, raw",66.8,2.9,3.4,19.6,23.39996058823529,6.031968627450981,3.8,3.5,14.81
"Chocolate berry, fruit flesh, dried, raw",13.2,3.2,0.7,72.2,23.80644117647059,3.489107647058824,5.2,5.5,19.29
"Fruit flesh, raw",72,1.1,0.3,22.4,19.225313529411764,4.583164705882353,2.8,1.4,3.67
"Fruit flesh, raw",96.1,0.4,0.1,2.6,2.5520529411764707,1.657321568627451,0.6,0.2,15.07
"Fruit flesh, raw",90.4,0.4,0.2,7.4,5.168194117647059,1.874258823529412,0.7,0.9,2.39
"Fruit flesh, raw",92,0.5,0.1,5.5,3.811341176470588,1.5299274509803924,0.9,1,5.7
"Baobab, fruit flesh, raw",81.5,0.9,0.1,13.8,6.9532823529411765,3.971588235294118,2,1.7,3.81
"Pods, raw",83.7,1.9,1.3,6.3,6.218235294117647,5.158547058823529,5.1,1.7,10.66
"Pods, Microloma saggitum, raw",74.3,4.3,0.5,15.6,14.166570588235295,3.975517647058824,3.3,2,21.48
"Pods, Orbea namaquensis, raw",87.4,1.3,0.5,6.7,4.830488235294118,3.1084098039215684,3.3,0.8,15.16
"Kuni-bush, whole berries with milk, raw",65.1,2.7,2.9,21.3,23.20778411764705,6.318439215686274,6.8,1.2,11.07
"Senegal Date Palm, fruit flesh, raw",36.1,3.2,0.7,46.3,48.34176470588235,10.184467,9.8,3.9,18.87
"Date palm, Naghal, immature green, fresh, raw",80.1,1.1,0.1,15.289875000000002,5.1,5.649450980392156,2.4176470588235297,0.8,1.57
"Date palm, Naghal, mature full coloured, fresh, raw",54.5,1.6,0.1,28.847372549019603,30.6,8.920578392156862,4.050558823529411,1,18.19
"Date palm, Naghal, soft brown, fresh, raw",44.1,2,0.2,35.68943866666667,44.2,10.711076039215689,4.829323529411766,1.2,11.37
"Date palm, Naghal, hard raisin-like stage, fresh, raw",9.2,2.7,0.2,73.86497794117646,44.3,4.202519411764705,5.112754588235295,1.9,26.27
"Date palm, Buchibal, immature green, fresh, raw",83.7,1,0.1,12.224117647058824,5.1,5.022627450980392,2.446764705882353,0.7,8.44
"Date palm, Buchibal, mature full coloured, fresh, raw",76.5,0.9,0.1,17.588048529411765,18.8,4.4699607843137255,3.107089764705882,0.5,10.99
"Date palm, Buchibal, soft brown, fresh, raw",35.9,2.1,0.1,45.49345688235294,49,9.162738588235294,4.811201176470589,1.1,7.74
"Date palm, Buchibal, hard raisin-like stage, fresh, raw",18,2.2,0.2,72.13035539215686,55.1,5.161833137254901,3.705013176470589,1.5,17.68
"Date palm, Khunaizy, immature green, fresh, raw",84.2,1.1,0.1,12.241764705882352,6.4,4.726607843137254,2.206070588235294,0.7,17.81
"Date palm, Khunaizy, mature full coloured, fresh, raw",66.5,1.1,0.1,26.211764705882352,23.4,6.246921569,3.3529411764705883,0.8,17
"Date palm, Khunaizy, soft brown, fresh, raw",37.9,1.9,0.1,39.87997717647059,46.2,11.087992509803923,5.134823529411765,1.2,2.54
"Date palm, Khunaizy, hard raisin-like stage, fresh, raw",25.1,3,0.1,67.43094362745099,53.9,6.146280196078431,3.636913411764706,1.4,11.3
"Date palm, Khulas, immature green, fresh, raw",83.7,0.8,0.1,12.48690588235294,7,4.750901960784313,2.435188235294117,0.7,21.06
"Date palm, Khulas, mature full coloured, fresh, raw",58.9,1.1,0.1,28.01292549019608,31.9,7.800298980392157,4.232911764705882,0.9,12.53
"Date palm, Khulas, soft brown, fresh, raw",41.3,1.1,0.1,35.68943866666667,46.1,10.711076039215689,5.169382352941177,1,3.47
"Date palm, Khulas, hard raisin-like stage, fresh, raw",22.3,2.1,0.1,66.50375539215688,57,6.275950784313726,3.326325176470588,1.4,8.82
"Date palm, Gush, immature green, fresh, raw",85.1,0.7,0.1,11.029411764705882,5.3,4.244527450980392,2.0178352941176474,0.6,8.57
"Date palm, Rabei, mature full coloured, fresh, raw",64.1,1,0.1,26.529411764705884,24.9,6.106333333333333,3.0529411764705885,1,19.91
"Date palm, Rabei, soft brown, fresh, raw",44.7,1.4,0.1,34.14104901960784,48.1,10.711076039215689,4.829323529411765,1.1,10.82
"Date palm, Rabei, hard raisin-like stage, fresh, raw",25.5,2,0.2,67.43094362745097,49.9,6.146280196078431,3.6369134117647057,1.6,17.3
"Date palm, Hilali, immature green, fresh, raw",84.6,0.9,0.1,11.847316176470589,3.4,4.173919607843136,2.070776470588235,0.7,21.21
"Date palm, Ahmr, mature full coloured, fresh, raw",74,0.9,0,19.976923529411764,23,4.880019607843137,3.561897058823529,0.6,8.23
"Date palm, Ahmr, soft brown, fresh, raw",45.8,1.5,0.1,32.13310784313725,43.6,10.711076039215689,4.829323529411765,1,18.35
"Date palm, Bahri, immature green, fresh, raw",83.2,1.1,0.1,12.356792647058825,7.7,4.750901960784313,2.082058823529412,0.8,6.11
"Date palm, Bahri, mature full coloured, fresh, raw",62.6,0.4,0.1,26.910196078431373,31.1,6.804568627450981,3.7176470588235295,0.9,5.41
"Date palm, Bahri, soft brown, fresh, raw",39.7,1.8,0.2,39.87997718,40.8,10.711076039215689,5.139882352941177,1.1,8.34
"Date palm, Bahri, hard raisin-like stage, fresh, raw",29.5,2.3,0.1,52.86227766666666,57.2,8.360383098039215,3.748448705882353,1.5,15.51
"Date palm, Lulu, immature green, fresh, raw",81.7,1.3,0.1,13.316470588235294,7.6,4.919215686274509,2.5408823529411766,0.8,2.52
"Date palm, Lulu, mature full coloured, fresh, raw",62.2,1.1,0.1,26.789396078431373,29.7,6.871627450980391,3.7035,0.7,26.89
"Date palm, Lulu, soft brown, fresh, raw",45.2,1.6,0.2,34.14104901960785,43.9,10.711076039215683,4.829323529411766,1,19.06
"Date palm, Lulu, hard raisin-like stage, fresh, raw",21.3,2.4,0.2,71.15741421568627,57.7,5.683009607843138,3.326325176470588,1.3,15.23
