Moisture,Protein,Fat,Total Carbohydrates,Sugars,Dietary Fiber,Crude Fiber,Ash
7.79,7.1,2.42,80.44,14.597376470588236,0.94,2.728854588235294,1.32
8.66,6.97,2.35,79.73,14.205523529411764,0.98,2.7288545882352944,1.3
9.51,12.0,1.09,75.04,8.751341176470588,1.24,3.2466545882352937,1.11
9.62,13.48,1.06,72.61,8.404599999999999,1.87,4.6548407058823535,1.36
9.43,15.15,1.23,71.16,8.400576470588234,1.58,5.687801294117647,1.45
9.34,12.57,0.94,73.92,8.404599999999999,1.93,3.4437134117647057,1.3
9.64,12.96,1.02,73.25,8.4046,1.86,3.8845887058823525,1.27
9.12,13.03,0.94,74.29,8.400576470588234,1.15,4.197124,1.47
9.24,13.24,0.72,74.25,8.741435294117645,1.24,4.589381882352942,1.31
12.36666666666666,9.46,4.063634235294118,62.81333333333333,13.089858823529411,11.30333333333333,2.6819155294117643,1.906666666666667
40.5,16.5,9.2,24.6,39.80470588235294,12.006748098039216,6.5,2.7
72.5,6.4,2.9,13.6,15.413570588235292,5.1651058823529405,3.3,1.3
7.3,28.27,26.8,26.85,3.3647058823529408,14.848423529411765,6.2,4.58
12.76,28.257036,2.608476,50.736447058823536,5.8325958823529405,14.918053607843136,7.424123999999999,3.123192
11.09,26.086194,1.493688,49.693085352941175,5.142595882352942,13.487942823529412,7.948554000000001,3.503054
10.57000000000001,23.681064,1.958517,53.54262941176471,7.890978235294117,14.123036019607843,4.310525999999999,3.630858
11.27000000000001,22.528547,2.830487,54.73260194117647,8.64392788235294,14.092688882352942,4.312278,2.732884
10.5,24.6125,2.67605,51.679172411764704,5.174854705882352,13.487942823529412,5.1373,2.80135
11.75,21.4271,2.762224999999999,55.931599176470584,7.66276905882353,15.873568999999998,2.762224999999999,2.691625
11.42999999999999,19.122263,3.967936,58.21695470588236,5.881788235294118,19.192992921568628,4.109648,4.295645
9.679999999999993,27.3218,2.854112,54.014221176470585,5.375305882352941,13.226034,3.766344,3.152168
9.94,20.902926,6.25917,49.271826,3.764705882352941,17.842844352941174,7.096728000000001,4.692126
6.7,18.8466,5.8779,57.0996,4.342094117647058,17.744207826863057,5.167376588235294,3.3588
8.5,26.8095,5.856,45.6585,4.631184117647059,16.02279335294118,5.861742705882352,3.843
7.9,24.7749,6.8154,47.7999,2.9842176470588235,16.290284058823527,6.893470470588234,3.039299999999999
7.1,24.8043,6.8746,46.5429,3.0077470588235293,16.547532411764706,6.920723411764706,5.109500000000001
8.97,21.28,0.87,61.74,8.564170588235294,19.0554203965051,3.72,3.42
8.58,20.24,0.95,63.44,8.10960588235294,19.168088361914204,3.03,3.76
8.47,19.6,0.96,63.14,7.192264705882352,19.626911891325967,4.09,3.74
7.5,8.75,11.5,67.2,8.58364705882353,12.152896960784314,4.061902117647058,2.2
7.4,26.5,9.6,46.9,2.7724529411764705,17.54631282352941,5.870944882352941,2.0
7.6,10.0,13.0,64.4,4.812241176470588,16.11952343137255,4.694843294117647,2.3
9.6,24.6,7.2,46.2,2.8986705882352943,16.96892605882353,5.967550647058823,2.0
5.44,20.216928,1.059072,60.69089747058824,7.847688235294117,17.0318932038835,5.941865647058823,3.820224
1.67,16.952092,1.071797,55.475068823529405,5.7894411764705875,23.20313618441008,5.4691261176470585,4.670675
4.02,22.12339,0.950202,54.57939223529412,5.241423529411764,13.17410564589435,4.232322352941176,3.781612
2.19,17.097188,0.909633,58.27577841176471,5.890029411764706,16.96149994953064,5.589590823529412,4.372107
5.54,21.82026,1.03906,59.845508352941174,6.060235294117647,17.17280889787664,5.438628235294117,3.806738
5.64,21.495208,0.688828,60.129099999999994,7.205923529411765,16.48234511937141,5.523557647058824,4.491536
5.36,20.77348,0.766584,57.04963252941177,7.422999999999999,13.69174311926606,6.376149529411765,4.30612
5.31,21.267374,0.909024,60.040626,7.2471,17.51535541195476,5.363996588235294,4.412554
6.77,19.531685,0.978915,62.28931735294117,8.252982352941176,16.41300252652855,4.208122,4.074151000000001
2.22,18.13819,0.8800200000000001,55.24889070588235,6.237458823529412,22.09176791120081,5.777678941176471,4.25343
2.57,22.155582,1.149674,56.16045294117647,4.2243705882352955,18.92993321190042,3.561734117647059,3.721826000000001
2.53,20.712375,1.120905,55.45162941176471,6.082417647058824,22.40281638846737,4.355851764705882,3.947535
7.94,20.326848,0.708862,62.12709970588236,8.305923529411768,17.14470220699385,4.122880823529412,4.133494
2.4,22.36016,1.00528,56.020582352941176,4.76845294117647,20.6501364049712,3.5896870588235292,4.518879999999999
9.6,23.0,1.9,47.6,2.7,13.7,4.744478764705882,2.1
8.9,19.9,6.7,46.1,3.3,13.5,7.262585823529412,2.6
8.3,19.7,5.5,41.4,2.2,20.8,6.774184176470588,2.6
11.8,25.3,1.7,42.1,1.5,14.6,5.539179470588235,2.3
10.3,24.5,2.0,43.2,2.1,13.7,5.141255,3.5
9.4,25.61,2.1497182352941175,53.61322411764706,1.5,17.7,4.061534941176471,2.14
9.47,23.94,2.371405294117647,55.26680294117647,1.5,15.6,3.8420135294117643,2.04
8.89,25.38,2.5758611764705885,53.71814764705883,1.5,18.0,4.098888823529411,2.29
9.08,25.18,2.3722511764705883,54.64514176470589,1.4,16.8,4.011044117647059,2.01
9.05,25.29,2.372251176470588,54.64514176470589,1.2,16.9,4.086371176470588,1.76
8.99,25.09,2.5758611764705885,54.9622005882353,1.4,21.0,4.011044117647058,2.21
9.53,18.44,2.9193398235294117,59.765304470588234,2.9,26.0,4.731412529411764,2.26
10.36,18.66,3.327475352941176,58.11859811764705,2.2,20.4,5.527161235294118,1.8
6.68,20.79,2.9070094705882354,59.2576545882353,1.7,21.5,4.279484117647058,1.46
7.61,21.54,3.0689269411764704,56.74072647058823,2.8,12.6,4.499988823529412,1.17
10.379803921568627,22.0158,0.93318,57.4404,7.664543117647059,20.19281932547268,7.00338,3.18006
9.2,18.16,1.19856,64.7404,7.0967882352941185,19.810933682592502,3.8136,2.91468
9.7,19.9563,1.10166,61.5846,7.298735294117647,20.911931278442495,4.6956,2.95281
8.7,20.8164,1.19603,62.9057,7.312123529411765,19.450023742430623,3.8346,2.54727
8.7,17.4383,1.13212,65.6447,6.935670588235294,18.088055866078744,4.1998,2.84856
8.3,20.9993,1.12791,61.8058,7.312123529411766,18.885735420737735,4.9518,2.82436
9.7,18.7824,1.36353,63.1197,7.0967882352941185,21.156553141187594,3.7023,3.295949999999999
8.8,16.3248,1.05792,66.8496,6.849200000000001,16.493601564945447,4.0128,3.07344
8.9,20.6797,1.23896,61.8569,8.752676470588234,19.33777333768157,4.2817,3.05185
8.0,18.032,1.3616,64.12400000000001,6.936223529411765,19.475206891325968,4.784000000000001,3.7536
9.5,19.0955,1.4842,63.25950000000001,7.3602823529411765,20.185852847069945,4.0725,2.61545
7.88,20.78,1.54,64.26,7.395923529411766,18.743035752849167,1.48,4.06
8.92,22.34,2.08,60.55,8.27253788235294,18.818845134234778,1.88,4.23
7.81,27.22,1.36,58.19,6.233047058823529,16.26593654600535,1.42,4.0
9.94,21.66,0.63,62.29,8.846949647058823,21.08083863138367,1.39,4.09
9.39,23.83,1.5,60.14,6.925417647058824,18.592353542602467,1.29,3.85
9.328823529411764,28.0462,1.876,56.749,6.338835294117648,16.29002856447643,3.4706,3.6582
15.068823529411763,30.2203,1.4608,54.5061,6.338835294117648,13.664442999999999,3.0129,2.0999
9.42235294117647,24.881,1.7005,57.01150000000001,6.118182352941177,17.590309107488782,3.222,2.7745
9.435294117647057,28.0275,2.035,56.3325,6.163541176470589,16.29002856447643,3.2375,2.8675
9.45058823529412,23.3748,1.5402,59.9772,9.327249647058823,18.62696635442953,2.718,2.9898
9.614705882352942,25.665,1.8585,56.463,6.181123529411765,16.868816558469174,1.77,2.7435
10.409411764705885,23.706,1.756,55.8408,7.837658823529413,17.57843946042996,3.424199999999999,3.1608
9.300392156862744,22.9941,1.762,57.79359999999999,9.29918494117647,18.979587501943268,2.5549,2.9954
9.41,25.3851,1.794,57.0492,6.118182352941177,17.999185290981217,1.8837,3.8571
9.438627450980391,23.161,2.0976,57.9462,8.959773176470588,18.39859311211357,1.4858,2.622
10.060588235294118,24.9606,1.323,54.77220000000001,6.118182352941177,16.144546734939762,3.1752,3.969
10.148823529411764,25.6082,1.4858,53.2266,6.118182352941177,15.586097408835585,2.7968,4.2826
9.18470588235294,26.2735,1.2155,58.99850000000001,6.260717647058823,17.999185290981217,3.2725,3.8335
11.091176470588236,27.4122,1.3095,51.0705,6.687776470588236,13.739193788527716,2.9682,4.6269
9.549215686274508,23.6016,1.6986,56.76900000000001,7.893637882352941,18.307114560766795,2.7714,4.6488
10.29764705882353,23.8656,1.8984,58.48880000000001,7.387694117647059,17.999185290981217,2.8928,3.2544
9.566470588235294,24.728,1.672,55.528,6.118182352941176,16.868816558469174,2.992,3.256
9.52,24.66,1.8,57.15,6.118182352941177,17.999185290981217,2.7,3.15
9.411372549019609,22.1154,1.6182,59.6936,7.870025470588236,20.112342455112884,2.4273,3.9556
10.338235294117649,23.9766,1.706199999999999,57.023,7.274988235294118,18.454809491684436,3.5022,3.6818
7.99,18.254784,3.183546,56.383728,6.898547058823529,17.50163234925917,1.858602,3.109938
9.1,20.11617,3.42693,53.37648,7.244935294117647,16.46349177688199,1.20897,3.29058
7.83,20.839637,4.129216,52.195871,6.181670588235295,14.8102056902072,2.230514,3.760536
6.8,22.25616,4.1474,52.27588000000001,4.991623529411764,13.871918201717813,2.02244,4.15672
8.6,24.32154,3.64686,50.13290000000001,5.891105882352941,14.840377588235294,1.26132,3.50976
10.65,19.58,2.7544156470588232,58.72137941176471,2.9,22.8,5.4143410588235295,3.93
10.75,20.73,3.016922941176471,58.62665411764706,3.5,21.1,5.1959647058823535,3.55
7.36,21.52,3.1491062352941177,59.037667705882356,3.2,21.6,4.352660823529412,4.34
11.39,18.07,2.505346823529411,59.517405764705885,3.3,18.6,6.105939529411764,3.85
9.54,20.87,2.5843317647058823,59.42507917647058,2.7,22.6,4.562911647058822,3.9
10.86,18.75,2.9023233529411767,59.16070576470588,2.5,20.4,5.551008176470588,3.9
12.01,20.1,2.9197660588235297,59.31805158823529,2.2,17.5,5.180282352941177,3.93
13.39,21.0,1.8714329411764705,53.97,7.690758176470588,18.425344784313726,6.45,3.99
6.54,21.40234,3.299138,61.935942,6.858864705882353,18.291688572478645,4.177662,2.644918
10.11,22.005072,1.420262,60.43304700000001,8.354208470588235,19.7671326004114,3.200084,2.831535
10.86,26.180418,0.374388,54.42160352941177,7.804654705882352,9.769744,4.636048,2.103704
11.75,23.465675,0.661875,54.595251764705885,9.565031176470589,8.551425,3.9635464117647055,2.038575
13.2,24.6,1.81,52.41652947058824,7.7,14.433275431372548,4.95,3.44
10.95,20.07,1.96,58.336851411764705,6.47,17.454038705882354,4.27,3.59
11.07,22.66,1.86,53.83925305882353,7.69,15.000787941176469,4.6,3.62
13.0,23.04,1.77,54.523097,8.24,15.039279019607841,4.34,3.65
7.81,23.36,2.92,60.6,5.264382352941176,17.17001605643213,3.2,2.15
8.4,23.88,3.14,56.92,5.549288235294118,17.20550627271745,3.72,4.27
8.44,23.82,2.3,56.94,6.510864705882353,16.531574985615453,3.24,4.89
8.95,22.64,6.44,40.5,3.2703176470588233,19.094117647058823,3.22,2.6220299411764705
11.07,26.35,3.23,51.06,6.425676470588235,14.432666431372548,4.03,4.72
9.36,25.19,3.17,53.6,6.156617647058823,14.651902137254902,3.61,3.81
14.54,32.58,4.2,26.7,8.494131999999999,19.144805843137256,7.4,11.6
8.35,23.36,5.07,53.60597947058823,3.44,16.13945094117647,2.12628,3.62
10.67,19.974188,1.849131,61.601968,7.987147058823529,21.994807894529053,3.367741,2.536972
11.67,21.958838,1.625272,57.264339,8.020973647058824,20.43057354901961,3.453703,4.027848
10.2,25.25176,1.19434,56.72666,6.618988235294118,17.736133306293752,2.77482,3.85242
8.11,19.866618,2.232927,62.806815,7.094382352941176,19.12226571485538,4.282074,2.701566
9.6,22.20224,1.37408,58.76904,8.465220235294119,19.225473220633557,3.977600000000001,4.07704
10.0,22.689,1.413,57.68999999999999,8.537067294117648,19.190167541587876,4.392,3.816
9.0,22.3587,1.365,59.54130000000001,8.465220235294117,19.001683774277954,3.822,3.913
9.0,20.9482,1.1557,61.2157,8.272358823529412,19.16718510238745,3.9403,3.7401
11.5,19.3107,2.0355,58.47195,6.8610235294117645,21.994807894529046,4.64625,4.0356
11.0,21.7605,1.335,56.9155,7.982890823529412,20.154771718058463,4.9395,4.0495
10.0,23.796,0.8909999999999999,55.71,7.934302588235295,17.736133306293755,5.688000000000001,3.915
10.4,20.8768,1.73824,58.07872,8.679984941176471,21.491838482764344,5.151999999999999,3.75424
10.0,20.277,1.485,58.85100000000001,8.257252941176471,21.954284219618962,5.571000000000001,3.816
10.0,20.277,1.107,60.57,8.210194117647058,21.954284219618962,4.221,3.825
9.0,18.7551,1.8291,61.88910000000001,6.905864705882353,19.95333933666698,4.9049,3.6218
9.0,20.3476,1.2012,61.0792,8.572276470588235,19.561788448312974,5.096,3.276
9.6,19.3456,1.4464,59.95327999999999,6.781511764705883,21.15655314118759,5.469200000000001,4.18552
12.0,25.3176,1.1968,52.2896,7.129573176470589,14.858212549019607,5.579199999999999,3.6168
12.6,19.228,0.8740000000000001,57.193781058823525,6.9046,18.34865929411765,5.242880294117647,3.4086
9.5,19.6385,1.448,60.55412752941177,6.516,15.930766435305243,4.919335294117647,3.801
10.2,21.4622,1.1674,58.1900945882353,11.9434,14.155226129823166,4.591412058823529,2.3348
11.5,12.4785,0.9735,67.33891449019609,12.8325,6.8763234313725485,4.883342117647058,3.717
13.3,16.473,1.2138,61.48584164705882,12.2247,14.948063392156863,4.651632294117647,3.7281
12.1,20.9202,1.2306,56.22649570588235,6.328800000000001,17.37254260784314,4.847757941176471,1.8459
11.1,28.9814,0.889,53.58916235294118,8.0899,13.603489078431373,4.648243176470588,3.733800000000001
9.9,23.6963,1.4416,57.38034941176471,20.5428,13.266194064992382,3.8114964705882346,1.802
10.7,18.0386,1.1609,60.940877058823524,12.5913,15.105739964717005,5.285662647058824,1.6967
10.1,19.1487,1.1687,60.02916529411765,18.0699,15.225700631383672,5.005075941176471,3.596
12.0,19.536,1.056,57.429652823529416,6.864,17.497175960784315,5.115462647058823,2.816
12.4,19.0092,0.9636,57.747821470588235,5.1684,18.131386666666664,5.749374411764705,3.4164
10.3,21.1692,0.9867,57.67393617647059,5.830500000000001,15.690916247470224,4.817574352941176,3.588
12.6,19.3154,0.9614,57.19378105882353,7.166799999999999,18.34865929411765,5.242880294117647,3.496
7.7,25.4748,1.4768,54.84016252941177,7.2917,11.698834592652773,3.3065705882352945,4.5227
10.3,17.4018,4.7541,53.49080752941177,13.2756,13.53845968627451,4.972061764705882,1.0764
10.8,21.2296,0.9812,57.32112670588236,7.046800000000001,15.727782294117647,4.804974529411765,3.6572
10.3,21.7074,0.897,56.92192405882353,9.1494,14.773390423940816,4.762339058823529,3.4983
12.4,21.1116,0.7884,56.34824094117647,6.7452,17.405257607843136,4.724873941176471,3.8544
11.3,21.3767,1.4192,56.23903476470588,18.0948,14.230243647058822,4.446034823529411,3.548
11.3,21.9089,1.774,56.55705064705882,13.2163,14.886899019607844,4.362445294117647,3.902800000000001
8.8,25.1712,0.912,55.499760176470595,5.654400000000001,13.034754817522156,3.5962894117647055,4.2864
14.8,22.7484,0.9372,54.43633547058823,9.372,15.619783431372548,3.734223823529412,3.9192
9.3,22.2215,1.995400000000001,58.946431470588244,11.0654,13.433104653227677,3.9263684705882347,1.7233
13.6,19.2672,1.2096,57.18615752941176,12.2688,15.605702294117645,4.665954176470587,3.3696
10.7,19.3781,1.0716,59.63968411764706,10.8946,16.355094709815045,5.040887705882353,4.0185
10.5,19.4215,0.9845,59.5554605882353,12.2615,15.635784454913084,5.018246529411764,3.401
12.2,19.8428,0.878,57.07558811764706,10.7116,16.29629394117647,5.199539294117646,3.8632
11.0,24.208,0.89,55.10403929411765,9.434,13.791949352941177,3.8847974117647057,2.047
11.7,19.0728,1.5011,58.96491205882353,5.6512,18.248641568627452,5.3632994117647055,1.8543
9.6,18.8936,1.0848,60.469758352941184,10.4864,15.691836702200348,4.895976470588235,3.977600000000001
11.8,23.7258,2.4696,53.69927652941176,9.4374,14.31536007843137,4.065752176470589,3.4398
11.5,19.116,1.1505,58.938404999999996,5.31,17.919229803921567,5.793250882352941,3.717
8.6,22.85,1.2796,58.193421176470586,5.6668,12.280267064992382,4.119287882352943,2.285
9.698823529411765,20.165,1.295,63.085,6.95889088235294,20.139856462182003,3.7,4.254999999999999
10.136470588235293,20.8992,1.772699999999999,62.511,6.9437082941176484,20.16673213108484,4.198499999999999,3.9186
10.24843137254902,20.7675,1.1999,61.7487,6.943708294117648,19.865693608694915,4.9842,3.5997
9.31078431372549,21.9936,2.4128,59.7632,7.561778411764707,20.112342455112884,4.175999999999999,4.4544
10.715882352941177,20.4268,2.5648,60.6392,7.664246411764706,20.217391462182007,4.3968,3.5724
10.11,21.2245,2.244,62.458,7.287307823529411,20.041020012504497,4.114000000000001,3.4595
10.154117647058824,24.8746,2.245,51.4554,6.609458823529412,15.095157737954924,8.531,2.694
10.0,22.7,1.8980531764705884,57.7,8.711420235294117,19.149712482764343,5.1,3.5
10.0,21.3,1.5396237058823532,54.8,8.220290823529412,18.870013012176113,8.2,4.5
12.27,32.670652,8.264166,46.758300000000006,4.726082352941177,15.88609717647059,8.483491,2.640673
8.32,29.52096000000001,5.454960000000001,42.66913311764706,5.155894117647058,13.751368529411765,14.85216,2.42952
4.9,41.77743,8.33076,35.14292352941177,4.966635294117646,16.85172,5.5302535882352934,3.29997
4.3,41.78262,6.99567,38.21977058823529,4.966635294117647,20.16399,5.5302535882352934,4.08639
6.0,32.6744,5.734,38.055852941176475,5.101929411764706,19.646,4.6418349999999995,3.6096
5.1,40.25658000000001,7.18393,38.2197705882353,5.727658823529411,23.37387,5.5302535882352934,3.45436
4.0,40.2816,6.192,38.2197705882353,6.584529411764706,26.8128,5.248377117647059,2.976
10.9,26.4627,1.4256,49.837225352941175,5.142595882352942,13.487942823529412,7.234919999999999,3.2967
11.16,27.80692,1.3326,49.739024294117655,5.142595882352942,14.918053607843136,8.555292000000001,2.93172
12.91,24.12393,1.56762,49.14811823529412,8.358892588235294,13.51505782352941,6.636258000000001,2.96106
12.98,19.49248,1.7404,55.21074176470588,6.461120294117647,17.650602352941178,7.283573999999999,3.39378
13.29,22.97815,1.64749,51.388444588235295,7.95241594117647,14.061786019607844,7.587125000000001,2.94814
10.4,20.3,1.3,55.0,8.685614352941178,18.338052227862384,9.8,3.1
10.4,18.5,2.9,58.0,6.378535294117647,20.15403487492121,7.2,3.0
10.3,15.4284,0.43953,65.7328537647059,5.0232,11.12213188235294,5.9202,3.8571
10.5,15.752,0.43855,65.03549435294117,4.5645,12.27437894117647,6.7125,3.759
10.4,16.128,0.46592,62.39505023529412,4.8384,12.27437894117647,6.4512,3.9424
10.6,15.1086,0.41124,66.706886,4.3806,11.122131882352942,5.6322,3.933600000000001
12.3,22.1004,0.63144,50.0767,8.270390647058823,17.634385960784314,5.2315991764705885,2.8064
11.7,23.3995,0.59161,43.7968,8.736533764705882,19.297062019607843,5.087171529411765,3.47902
11.4,22.0614,2.29474,43.5912,7.8084161176470595,20.332458254901958,4.945525529411763,3.33136
10.34,17.2,3.292037176470588,52.892409058823525,5.6,18.827005705882353,6.64,4.4
10.36,17.5,3.060662117647059,51.60437164705883,5.6,20.875615470588237,7.72,4.42
10.49,18.5,3.5146321176470585,52.62683635294118,4.8,21.3991028627451,7.45,4.18
10.6,18.1,2.7786856470588233,53.58973188235295,5.1,20.67557345098039,6.8,4.47
10.28,18.1,3.4067368235294118,53.369028941176474,5.0,20.554341129823165,6.84,4.42
10.81,20.6,2.821018882352941,57.15673341176471,5.9,18.110509294117644,4.86,3.36
11.07,20.2,2.6693704705882353,54.72389776470588,3.3,17.448743274509805,7.19,3.64
11.57,21.57692,0.6632250000000001,57.412618,5.376544,21.178985,4.726445117647059,3.669845000000001
12.96,20.28032,0.7398399999999999,58.60582876470588,4.804607999999999,20.619776,5.060423941176471,4.056063999999999
13.51,19.20078,0.8821979999999999,58.71399158823529,5.639147999999999,20.281905,5.011041588235294,4.142871
13.29,20.37685,0.919126,57.934722882352936,6.581289000000001,22.076366,4.752960705882352,3.884608000000001
10.7,27.5,2.5,50.9,5.807070588235295,14.43266643137255,4.6,3.8
13.0,25.3,2.0,53.2,8.752326117647058,14.285197843137254,3.3,3.3
11.5,28.0,2.7,50.6,5.807070588235295,14.432666431372548,4.1,3.2
11.6,27.1,2.8,50.4,5.807070588235295,14.43266643137255,4.1,4.1
10.8,30.2,1.9,48.7,5.842364705882353,14.082916352941176,4.3,4.3
9.27,23.53,1.51,60.16,6.94884705882353,18.3639803002865,2.27,3.27
9.32,24.46,5.93,54.43,5.062782352941177,16.274385764705883,2.51,3.37
2.7,23.17,0.21,54.55861176470589,4.48,18.4,3.6469635294117646,2.78
9.7,22.04,2.7,62.06,8.23229411764706,19.314418365117287,2.2,1.3
14.03,22.06,2.02,55.63,8.327840529411764,18.009397784313727,2.31,3.97
14.02,25.01,3.05,51.64,9.285284764705883,13.777653313725489,1.98,4.31
15.13,25.98,1.91,48.31,8.614920058823529,14.676336607843139,4.62,4.06
13.99,26.06,2.36,49.4,8.795531352941179,14.418903313725489,4.06,4.14
10.7,22.88759,1.9646,43.4891,4.473929999999999,18.34507623529412,5.397161294117647,2.47361
11.0,24.7865,0.9434,52.32862005882354,5.174854705882352,13.487942823529412,4.0139,3.0438
10.6,24.71016,0.67944,53.105259411764706,5.221454705882353,13.487942823529412,3.3972,1.90422
9.4,24.76098,0.91506,52.42507505882353,5.095237058823529,13.487942823529412,5.435999999999999,2.7633
8.9,24.6881,1.05676,55.03863035294118,5.095237058823529,13.487942823529412,4.035729999999999,2.16818
8.9,24.76098,0.98388,53.279280941176474,5.09523705882353,13.603562999999998,5.465999999999999,2.769439999999999
7.2,24.74048,0.86304,54.864178,5.171707647058823,13.651625641051568,4.890559999999999,2.24576
8.0,24.6836,1.2604,54.31744564705883,5.095237058823529,13.468513705882351,4.7932,2.5852
7.5,24.7715,1.332,55.23895741176471,5.171707647058823,13.216151235294118,4.4215,2.3495
8.1,24.79462,1.13956,55.23871476470589,5.095237058823529,13.603563,4.4112,2.86728
8.3,24.79568,1.06372,54.36126770588236,5.095237058823529,13.603563,4.493300000000001,2.90689
7.69,21.07,5.94,51.829378,3.76855294117647,19.47876470588235,6.56,2.7
10.5,21.0325,1.60205,58.77503429411765,8.679984941176471,16.49635288235294,4.3139,3.28465
9.0,16.198,5.278,54.41411764705883,5.040764705882354,17.73171376470588,5.896800000000001,1.6653
9.77,19.33,4.69,57.98,4.597741176470588,18.17968020001112,5.1,3.13
10.19,20.51,4.04,57.29,6.407435294117647,19.543049365117284,5.08,2.89
9.36,20.54,5.6,56.79,3.565294117647059,18.177030639627088,4.93,2.78
10.01,20.34,6.01,54.72,4.351505882352941,17.811506392156865,5.71,3.21
9.83,17.51,4.23,59.92,6.470188235294118,18.773673847069944,5.47,3.04
9.91,23.53,4.4,54.15,5.876394117647059,16.162312725490192,5.04,2.97
10.15,20.74,6.19,55.4,3.3670588235294114,17.833467176470588,4.8,2.72
10.11,18.96,5.5,56.68,4.543858823529412,17.77703063962709,6.01,2.74
10.24,20.61,5.95,55.13,4.237976470588235,17.811506392156865,5.12,2.95
9.83,20.56,4.7,56.81,4.128,18.816970933744734,4.87,3.23
10.43,20.26,5.67,55.61,4.543858823529412,17.811506392156865,5.11,2.92
9.99,15.22,5.28,62.13,5.355505882352941,16.874715588235293,4.65,2.73
9.56,19.61,5.24,56.83,4.327976470588235,17.777030639627093,6.02,2.74
9.77,17.96,4.95,59.08,4.543858823529412,18.37945731765818,5.34,2.9
9.86,18.92,4.55,57.72,4.543858823529412,18.17968020001112,5.67,3.28
7.6,22.5,2.05,50.25020564705883,5.0,13.12297133154098,13.2,3.1
6.7,22.25,2.07,47.79130094117647,5.1,12.84608510307955,13.7,3.22
6.3,22.19,2.1,46.86219505882353,5.0,12.84608510307955,14.1,3.15
13.4,20.0,13.5,52.320776941176476,3.658823529411765,19.834432058823527,6.4,3.5
11.22,16.06,6.24,34.3,6.3617,28.9,5.114126352941177,3.21
9.33,19.2,6.27,32.0,7.348470588235294,29.5,6.019688529411765,3.74
8.88,19.34,6.84,31.2,6.919017647058824,30.4,6.397125352941177,3.41
8.67,17.7,7.27,38.3,4.257388235294118,24.0,4.783101647058824,3.93
11.388235294117647,19.43688,2.041764,51.427488,8.123094117647058,12.607224,6.348754764705881,3.646644
