Food name in English;WATER(g);PROTCNT(g);FATCE(g);CHOAVLDF(g);SUGAR(g);FIBTG(g);FIBND(g);FIBAD(g);FIBC(g);ASH(g);CELLU(g);LIGN(g);HEMCEL(g)
Kelp, wild, raw;72.49;;;;;;;;;;;;
Kelp, wild, raw;73.85;;;;;;;;;;;;
Fennel, leaves, raw;88.39;2.153333333;;3.846666667;;3.576666667;;;;1.782035943;;;
Sorrel,  leaves, raw;92.25;0.686666667;;4.016666667;;1.396666667;;;;1.496666667;;;
Wild raddish,  shoots and leaves, raw;90.97;1.486666667;;3.646666667;;2.23;;;;1.446666667;;;
N/A, basal leaves, raw;89.20333333;1.573333333;;1.876666667;;4.646666667;;;;2.39;;;
Chicory, leaves and roots, raw;91.08333333;0.53;;2.116666667;;4.446666667;;;;1.54;;;
Sea beet, basal leaves, raw;89.23;2.416666667;;1.263333333;;5.266666667;;;;1.636666667;;;
Golden thistle, roots and leaves, raw;92.93;0.476666667;;1.3;;4.213333333;;;;0.826666667;;;
Starflower, leaves, raw;89.64333333;0.426666667;;2.326666667;;5.68;;;;1.793333333;;;
Shepherd's-purse, leaves, raw;90.99;2.656666667;;2.4;;1.356666667;;;;1.64;;;
Crown Daisy, sprouts, raw;90.26333333;1.58;;0.84;;5.71;;;;1.3;;;
Alisa0ers, Horse parsley, shoots a0 leaves, raw;89.16;0.66;;3.373333333;;5.173333333;;;;1.516666667;;;
Glasswort, plant, raw;87.18;0.856666667;;5.82;;2.626666667;;;;3.02;;;
Rock samphire, plant and leaves, raw;88.87333333;0.31;;2.476666667;;5.696666667;;;;2.246666667;;;
Foxtail lily,  leaves, raw;91.99666667;;;4.06;;2.75;;;;0.733333333;;;
Ground elder, leaves, raw;90.49666667;1.036666667;;1.083333333;;5.173333333;;;;1.836666667;;;
Bladder Campion,  leaves, raw;89.74333333;;;4.52;;3.423333333;;;;1.836666667;;;
Corky-fruited water-dropwort;92.64;1.138333333;;2.07;;2.21;;;;1.566666667;;;
Watercress,  leaves, raw;87.67;4.846666667;;0.33;;4.42;;;;2.33;;;
Rush skeletonweed, leaves, raw;89.77;3.22;;3.613333333;;1.373333333;;;;1.32;;;
Star-of-Bethlehem, leaves and bulbs, raw;86.99333333;0.526666667;;8.926666667;;2.453333333;;;;0.836666667;;;
Purple sal,  leaves, raw;87.54;;;5.413333333;;4.703333333;;;;1.516666667;;;
Common chicory, leaves, raw;91.55;1.583333333;;0.383333333;;4.47;;;;1.19;;;
Black bryony, leaves, raw;89.43;1.376666667;;1.323333333;;6.5;;;;0.936666667;;;
N/A,  leaves, raw;87.59666667;0.186666667;;6.023333333;;3.546666667;;;;1.796666667;;;
Catbriers, greenbriers, shoots, raw;82.63666667;3.926666667;;3.883333333;;8.173333333;;;;0.97;;;
Lmab's quarters, leaves and shoots, raw;92.63666667;0.976666667;;2.25;;2.213333333;;;;1.573333333;;;
Curly dock, yellow dock,  leaves, raw;90.55333333;1.846666667;;1.06;;5.05;;;;1.13;;;
Indian knotgrass, leaves, raw;77.94333333;2.063333333;;6.77;;9.52;;;;3.046666667;;;
N/A, leaves, raw;83.37;1.936666667;;1.36;;10.76333333;;;;1.706666667;;;
Tumbleweed, root collar;90.44;1.146666667;;3.456666667;;3.366666667;;;;1.456666667;;;
Caper bush, fruits, fresh;80.58;4.1;;9.42;;4.29;;;;1.086666667;;;
N/A,  root;26.93666667;3.63;;14.53666667;;42.70666667;;;;10.06;;;
N/A,  root;7.306666667;6.626666667;;68.49333333;;6.89;;;;10.14333333;;;
N/A, fruits, seeds, raw;59.35;0.276666667;;12.67333333;;25.47666667;;;;1.376666667;;;
Crab apple, fruits, seeds;70.85333333;;;14.48;;10.63333333;;;;0.773333333;;;
Saffron milk cap, mushroom, raw;91.87666667;0.166666667;;2.856666667;;4.05;;;;0.66;;;
Calamus, rhizoms;14.38333333;0.56;;44.31333333;;30.93;;;;6.433333333;;;
Banana, Pisang tali, peeled, raw;721;;;;;;;;;;;;
Banana, Pisang rajah, peeled, raw;643;;;;;;;;;;;20.8;
Banana, Pisang mas, peeled, raw;722;;;;;;;;;;;21;
Jackfruit, Chempedak, peeled, seeds removed, raw;718;;;;;;;;;;;;
Jackfruit, peeled, seeds removed, raw;813;;;;;;;;;;;;
Mangosteen, peeled, seeds removed, raw;810.8;;;;;;;;;;;;
Orange, Thai, thick-skinned, rind and pips removed, raw;89;;;;;;;;;;0.54;0.15;
Orange, Thai, thin-skinned, rind and pips removed, raw ;90;;;;;;;;;;0.35;0.027;
Sapodilla, skin and seeds removed, raw;75;;;;;;;;;;1.2;4.5;
Waterapple, skin and seeds removed, raw;94;;;;;;;;;;0.52;0.41;
Mango, large, Filipino, skin and seeds removed, raw;83;;;;;;;;;;0.49;0.36;
Mango, small, skin and seeds removed, raw;79;;;;;;;;;;0.37;0.28;
Pear, Korean, large, brown-skinned, skin and core removed, raw;90;;;;;;;;;;0.46;0.23;
Banana, Dwarf Brazilian, peeled, ripe, raw;70.5;;;;;;;;;;;;
Banana, Dwarf Brazilian, peeled, ripe, raw;68.2;;;;;;;;;;;;
Banana, Dwarf Brazilian, peeled, ripe, raw;70.2;;;;;;;;;;;;
Banana, Dwarf Brazilian, peeled, ripe, raw;67.9;;;;;;;;;;;;
Banana, Dwarf Brazilian, peeled, ripe, raw;68.9;;;;;;;;;;;;
Banana, Dwarf Brazilian, peeled, ripe, raw;69.5;;;;;;;;;;;;
Banana, Dwarf Brazilian, peeled, ripe, raw;64.4;;;;;;;;;;;;
Banana, Williams, peeled, raw, ripe;74.4;;;;;;;;;;;;
Banana, Williams, peeled, raw, ripe;74.3;;;;;;;;;;;;
Banana, Williams, peeled, raw, ripe;76.6;;;;;;;;;;;;
Banana, Williams, peeled, raw, ripe;70;;;;;;;;;;;;
Papaya, Kapoho, peeled, ripe, raw;86;;;;;;;;;;;;
Papaya, Laie Gold, peeled, ripe, raw;85.8;;;;;;;;;;;;
Papaya,  Rainbow, peeled, ripe, raw;86;;;;;;;;;;;;
Papaya, Rainbow, peeled, ripe, raw;86.8;;;;;;;;;;;;
Papaya, Rainbow, peeled, ripe, raw;85.8;;;;;;;;;;;;
Papaya, Rainbow, peeled, ripe, raw;87.5;;;;;;;;;;;;
Papaya, Rainbow, peeled, ripe, raw;85;;;;;;;;;;;;
Papaya, Sunrise, peeled, ripe, raw;87.5;;;;;;;;;;;;
Papaya, Sunrise, peeled, ripe, raw;84.9;;;;;;;;;;;;
Papaya, Sun Up, peeled, ripe, raw;87.7;;;;;;;;;;;;
Sawo, peel and seeds removed, ripe, raw;;;;;;;;;;;;;
Watermelon, red, peel and seeds removed, ripe, raw;;;;;;;;;;;;;
Watermelon, yellow, peel and seeds removed, ripe, raw;;;;;;;;;;;;;
Pandanus, ripe, inedible parts removed, raw;77;;;;;;;;;;;;
Pandanus, ripe, inedible parts removed, raw;82;;;;;;;;;;;;
Pandanus, ripe, inedible parts removed, raw;80;;;;;;;;;;;;
Pandanus, ripe, inedible parts removed, raw;79;;;;;;;;;;;;
Pandanus, ripe, inedible parts removed, raw;79;;;;;;;;;;;;
Pandanus, ripe, inedible parts removed, raw;80;;;;;;;;;;;;
Pandanus, ripe, inedible parts removed, raw;80;;;;;;;;;;;;
Pandanus, ripe, inedible parts removed, raw;82;;;;;;;;;;;;
Pandanus, ripe, inedible parts removed, raw;78;;;;;;;;;;;;
Pandanus, ripe, inedible parts removed, raw;79;;;;;;;;;;;;
Pandanus, ripe, inedible parts removed, raw;81;;;;;;;;;;;;
Garlic pear, peeled, raw;83;;;;;;;;;;;;
Date, Smiti, flehs, raw;55.12;;;;35.578;;;;;;;;
Date, Kenta, flesh, raw;43.31;;;;43.405;;;;;;;;
Date, Bekrari, flesh, raw;39.33;;;;51.697;;;;;;;;
Date, Mermella, flesh, raw;25.12;;;;66.067;;;;;;;;
Date, Garn ghzal, flesh, raw;29.27;;;;59.859;;;;;;;;
Date, Nefzaoui, flesh, raw;27.11;;;;63.179;;;;;;;;
Date, Baht, flesh, raw;29;;;;60.641;;;;;;;;
Date, Korkobbi, flesh, raw;15.19;;;;74.889;;;;;;;;
Date, Bouhattam, flesh, raw;27.78;;;;59.407;;;;;;;;
Date, Rotbi, flesh, raw;32.37;;;;55.216;;;;;;;;
Strawberry, Dover, raw;;;;;;;;;;;;;
Strawberry, Campineiro, raw;;;;;;;;;;;;;
Strawberry, raw;;;;;;;;;;;;;
Papaya, Tainung 01 Formosa, flesh, with skin freckles, ripen stage 1, raw;;;;;;;;;;;;;
Papaya, Tainung 01 Formosa, flesh, with skin freckles, ripen stage 2,  raw;;;;;;;;;;;;;
Papaya, Tainung 01 Formosa, flesh, without skin freckles, ripen stage 1, raw;;;;;;;;;;;;;
Papaya, Tainung 01 Formosa, flesh, without skin freckles, ripen stage 2, raw;;;;;;;;;;;;;
Papaya, Tainung 01 Formosa, flesh, with skin freckles, ripen stage 1,  raw;;;;;;;;;;;;;
Papaya, Tainung 01 Formosa, flesh, with skin freckles, ripen stage 2, raw;;;;;;;;;;;;;
Papaya, Tainung 01 Formosa, flesh, without skin freckles, ripen stage 1, raw;;;;;;;;;;;;;
Papaya, Tainung 01 Formosa, flesh, ripe, raw;;;;;;;;;;;;;
Papaya, Golden Solo, flesh, with skin freckles, ripen stage 1, raw;;;;;;;;;;;;;
Papaya, Golden Solo, flesh, with skin freckles, ripen stage 2,  raw;;;;;;;;;;;;;
Papaya, Golden Solo, flesh, without skin freckles, ripen stage 1, raw;;;;;;;;;;;;;
Papaya, Golden Solo, flesh, without skin freckles, ripen stage 2, raw;;;;;;;;;;;;;
Loquat, Centenária, peeled, raw;;;;;;;;;;;;;
Loquat, Mizauto, peeled, raw;;;;;;;;;;;;;
Loquat, Mizuho, peeled, raw;;;;;;;;;;;;;
Loquat, Mizumo, peeled, raw;;;;;;;;;;;;;
Loquat, Néctar de Cristal, peeled, raw;;;;;;;;;;;;;
Fig, Škofjotka, ripe, raw;;;;;;;;;;;;;
Fig, Škofjotka, ripe, raw;;;;;;;;;;;;;
Fig, Škofjotka, ripe, raw;;;;;;;;;;;;;
Fig, Škofjotka, ripe, raw;;;;;;;;;;;;;
Fig, Miljska figa, ripe, raw;;;;;;;;;;;;;
Fig, Miljska figa, ripe, raw;;;;;;;;;;;;;
Fig, Miljska figa, ripe, raw;;;;;;;;;;;;;
Fig, ?rna petrovka, ripe, raw;;;;;;;;;;;;;
Fig, ?rna petrovka, ripe, raw;;;;;;;;;;;;;
Tree tomato, red, peeled, ripe, raw;;;;;;;;;;;;;
Tree tomato, red, peeled, ripe, raw;;;;;;;;;;;;;
Tree tomato, yellow, peeled, ripe, raw;;;;;;;;;;;;;
Tree tomato, yellow, peeled, ripe, raw;;;;;;;;;;;;;
Date, Aseel, raw;15.48;;;;;;;;;1.87;;;
Date, Basra, raw;15.31;;;;;;;;;2.04;;;
Date,  Begun, raw;17.39;;;;;;;;;1.3;;;
Date, Janshoor, raw;14.3;;;;;;;;;1.25;;;
Date, Mazoee, raw;17.45;;;;;;;;;1.25;;;
Date, Rabee, raw;15.61;;;;;;;;;1.06;;;
Date, Zaidi, raw;16.69;;;;;;;;;7.87;;;
Acerola, BOK, raw;;;;;;;;;;;;;
Acerola, Flor Branca, raw;;;;;;;;;;;;;
Acerola, NRA 309, raw;;;;;;;;;;;;;
Acerola, Vietnam, raw;;;;;;;;;;;;;
Acerola, Okinawa, raw;;;;;;;;;;;;;
Banana, Gran Enana, peeled, ripe, raw;77.75;1.56;;;17.9;2.45;;;;1;;;
Banana, Pequeña Enana, peeled, ripe, raw;77.45;1.61;;;16.83;2.34;;;;0.97;;;
Banana, Pequeña Enana, pulp, raw;;;;;;;;;;;;;
Banana, Pequeña Enana, pulp, raw;;;;;;;;;;;;;
Banana, Nam-wa, peeled, ripe, raw;67.7;;;;;;;;;;;;
Banana, Hom variety, peeled, ripe, raw;71.3;;;;;;;;;;;;
Banana, Klouy Khai, peeled, ripe, raw;67.1;;;;;;;;;;;;
Durian, Chanee, peeled, ripe, raw;63.8;;;;;;;;;;;;
Durian, Mon-thong/golden pillow, peeled, ripe, raw;63.2;;;;;;;;;;;;
Jackfruit, Nung, peeled, seeds removed, raw;76.9;;;;;;;;;;;;
Litchi, Hong-houy, peeled, raw;82.6;;;;;;;;;;;;
Litchi, Jom-jai-jakapat, peeled, raw;82.8;;;;;;;;;;;;
Litchi, Jom-jai-jakapat, peeled, raw;83.8;;;;;;;;;;;;
Longan, Beaw-keaw, peeled, raw;79.8;;;;;;;;;;;;
Longan, E-daw, peeled, raw;81.4;;;;;;;;;;;;
Longan, Heaw, peeled, raw;81.4;;;;;;;;;;;;
Longan, Kaloke-beaw, peeled, raw;80.5;;;;;;;;;;;;
Longan, See-chompu, peeled, raw;80.3;;;;;;;;;;;;
Mango, Kaew, seed removed, unripe, raw;78.9;;;;;;;;;;;;
Mango, Kiew-sa-weya, seed removed, unripe, raw;78.6;;;;;;;;;;;;
Mango, Num-dok-mai, seed removed, ripe, raw;79.1;;;;;;;;;;;;
Mango, Okrong, seed removed, ripe, raw;79;;;;;;;;;;;;
Mango, Rad, seed removed, unripe;81.7;;;;;;;;;;;;
Rambutan, Pink, peeled, raw;80.3;;;;;;;;;;;;
Green banana, peeled, raw;73;;;;;;;;;;;;
Pineapple, Red Spanish, peeled, cored, ripe, raw;;;;;;1.09;;;;;;;
Pineapple, Smooth Cayenne, peeled, cored, ripe, raw;;;;;;1.63;;;;;;;
Mango, Panchadara Kalasa, seed removed, raw;83.6;;;;;1.3;;;;;;;
Mango, Dashehari, seed removed, raw;80.3;;;;;1.5;;;;;;;
Mango, Vikarabad Mahamooda, seed removed, raw;84.5;;;;;1.6;;;;;;;
Mango, Rumani, seed removed, raw;82.2;;;;;1.7;;;;;;;
Mango, Totapuri, seed removed, raw;86.2;;;;;2;;;;;;;
Mango, Peddarasaloo, seed removed, raw;90.3;;;;;2;;;;;;;
Mango, Neeligova, seed removed, raw;85.8;;;;;2.3;;;;;;;
Mango, Eruman, seed removed, raw;81.9;;;;;2.9;;;;;;;
Mango, Banganapalli, seed removed, raw;74.1;;;;;3;;;;;;;
Cactus pear, (green-skinned), ripe, peeled, raw;;;;;;;;;;;;;
Cactus pear,  (red-skinned), ripe, peeled, raw;;;;;;;;;;;;;
Cactus pear,  (yellow-skinned), ripe, peeled, raw;;;;;;;;;;;;;
Cactus pear,  (purple-skinned), ripe, peeled, raw;;;;;;;;;;;;;
Banana, Nanicão, peeled, ripe, raw;70.93;;;;;;;;;;;;
Banana, Mysore, peeled, ripe, raw;73.62;;;;;;;;;;;;
Mulberry, Pachungsipyung, ripe, raw;;;;;;;;;;;;;
Mulberry, Whazosipmunja, ripe, raw;;;;;;;;;;;;;
Mulberry, Suwonnosang, raw, ripe;;;;;;;;;;;;;
Mulberry, Jasan, ripe, raw;;;;;;;;;;;;;
Mulberry, Mocksang, ripe, raw;;;;;;;;;;;;;
Apple, Imperatriz, (whole?)ripe, raw;83.23;;;;11.54;;;;;;;;
Apple, Daiane, (whole?), ripe, raw;82.03;;;;13.58;;;;;;;;
Apple, Fred Hough, (whole?), ripe, raw;83.56;;;;12.43;;;;;;;;
Apple, Fuji Suprema, (whole?),  ripe, raw;80.45;;;;14.78;;;;;;;;
Apple, Galaxy, (whole?), ripe, raw;84.76;;;;12.14;;;;;;;;
Apple, Baronesa, (whole?), ripe, raw;84.26;;;;13.36;;;;;;;;
Banana, Gran Enana, flesh, pale yellow, raw;74.04;;;;11.1;;;;;;;;
Banana, Enana, flesh, pale yellow, raw;73.24;;;;10.2;;;;;;;;
Banana, Enana, flesh, white yellow, raw;76.05;;;;8.23;;;;;;;;
Apple, Fuji, whole, raw;85.1;;;;;;;;;;;;
Apple, Granny Smith, peeled, raw;86;;;;;;;;;;;;
Banana, Hawm, peeled, raw;75.5;;;;;;;;;;;;
Banana, Kai, peeled, raw;71.6;;;;;;;;;;;;
Banana, Nahmwah, peeled, raw;67.1;;;;;;;;;;;;
Chinese pear, Namphung, peeled, raw;86.2;;;;;;;;;;;;
Chinese pear, Hom, whole, raw;85.4;;;;;;;;;;;;
Dragon fruit, Vietnam, peeled, raw;85;;;;;;;;;;;;
Durain, Chanee, ripe, peeled, raw;70.9;;;;;;;;;;;;
Grape, green, raw;82.6;;;;;;;;;;;;
Guava, Panseetong, peeled, raw;87.5;;;;;;;;;;;;
Jackfruit, Khanun, peeled, raw;74.1;;;;;;;;;;;;
Longan, Kalokbew, peeled, raw;79.8;;;;;;;;;;;;
Longkong, raw;80.6;;;;;;;;;;;;
Lychee, Hohnghooway, peeled, raw;81.3;;;;;;;;;;;;
Lychee, Jackkrapat, peeled, raw;82.5;;;;;;;;;;;;
Mango, Kheosawoei, unripe, seed removed, raw;79.3;;;;;;;;;;;;
Mango, Nahmdawgmai, ripe, seed removed, raw;80.1;;;;;;;;;;;;
Mango, Rad, unripe, raw, seed removed;82.4;;;;;;;;;;;;
Mangosteen, peeled, raw;80.2;;;;;;;;;;;;
Orange, Sainuhmphung, peeled, raw;85.9;;;;;;;;;;;;
Papaya, Khakdahm, peel and seeds romoved, ripe, raw;89.5;;;;;;;;;;;;
Pineapple, Sriracha, peeled, raw;84.9;;;;;;;;;;;;
Pomelo, Tongdee, peeled, raw;88.7;;;;;;;;;;;;
Rambutan, Rongrean, peeled, raw;80.8;;;;;;;;;;;;
Rose apple, Tuptimjun, raw;89;;;;;;;;;;;;
Rose apple, Toonklow, raw;91;;;;;;;;;;;;
Sapodilla, peeled, raw;75.5;;;;;;;;;;;;
Star fruit, raw;89.2;;;;;;;;;;;;
Sugar apple, Nahng, peeled, raw;74.1;;;;;;;;;;;;
Watermelon, Jin-trarah (red), peeled, raw;88.8;;;;;;;;;;;;
Watermelon, Jin-trarah (yellow), peeled, raw;91.5;;;;;;;;;;;;
Blueberry, Goldtraube, raw;;;;;;;;;;;;;
Blueberry, Patriot, raw;;;;;;;;;;;;;
Blueberry, Bluecrop, raw;;;;;;;;;;;;;
Blueberry, Darrow, raw;;;;;;;;;;;;;
Sea buckthorn, Ljublitelskaja, seeds removed, raw;88.3;;;;;;;;;;;;
Sea buckthorn, Bhi 72587, seeds removed, raw;87;;;;;;;;;;;;
Sea buckthorn, Bhi 72588, seeds removed, raw;87.8;;;;;;;;;;;;
Sea buckthorn, Bhi 727102, seeds removed, raw;85.9;;;;;;;;;;;;
Banana, Asupina, yellow/orange flesh, ripe, raw;80;;;;;;;;;;;;
Banana, Asupina, yellow/orange flesh, ripe, raw;78;;;;;;;;;;;;
Banana, Kirkirnan, yellow, flesh, ripe, raw;78;;;;;;;;;;;;
Banana, Kirkirnan, yellow, flesh, ripe, raw;76;;;;;;;;;;;;
Banana, Pisang Raja, yellow, flesh, ripe, raw;63;;;;;;;;;;;;
Banana, Horn Plantain, yellow flesh, ripe, raw;66;;;;;;;;;;;;
Banana, Horn Plantain, yellow flesh, ripe, raw;64;;;;;;;;;;;;
Banana, Kluai Khai Bonng, yellow, flesh, ripe, raw;77;;;;;;;;;;;;
Banana, Kluai Khai Bonng, yellow, flesh, ripe, raw;76;;;;;;;;;;;;
Banana, Wain, yellow flesh, ripe, raw;68;;;;;;;;;;;;
Banana, Pacific Plantain, yellow flesh, ripe, raw;73;;;;;;;;;;;;
Banana, Pacific Plantain, yellow flesh, ripe, raw;72;;;;;;;;;;;;
Banana, Lakatan, yellow flesh, ripe, raw;66;;;;;;;;;;;;
Banana, Red Dacca, yellow flesh, ripe, raw;77;;;;;;;;;;;;
Banana, Sucrier, yellow flesh, ripe, raw;68;;;;;;;;;;;;
Banana, Lady Finger, cream flesh, ripe, raw;67;;;;;;;;;;;;
Banana, Williams, cream flesh, ripe, raw;76;;;;;;;;;;;;
Banana, Williams, cream flesh, ripe, raw;75;;;;;;;;;;;;
Pandanus,Tearabukitaba, orange, red flesh, ripe, raw;78;;;;;;;;;;;;
Pandanus, Tekaureiko, orange flesh, ripe, raw;77;;;;;;;;;;;;
Pandanus, Teraonimaai, orange flesh, ripe, raw;82;;;;;;;;;;;;
Pandanus, Terbaikiaro, yellow flesh, ripe, raw;82;;;;;;;;;;;;
Pandanus, Tearaarikitoa, orange flesh, ripe, raw;82;;;;;;;;;;;;
Pandanus, Teantinakarawe, yellow flesh, ripe, raw;80;;;;;;;;;;;;
Pandanus, Teantinakarawe, yellow flesh, ripe, raw;80;;;;;;;;;;;;
Pandanus, Teiribubura, orange flesh, ripe, raw;81;;;;;;;;;;;;
Pandanus,Tearauriamaere, yellow flesh, ripe, raw;81;;;;;;;;;;;;
Pandanus, Teannaewati, yellow flesh, ripe, raw;81;;;;;;;;;;;;
Breadfruit, Te Mai Kora, yellow flesh, ripe, raw;72;;;;;;;;;;;;
Pandanus, Lañl?ñ, orange flesh, ripe, raw;;;;;;;;;;;;;
Pandanus,  Lañl?ñ, orange flesh, raw, ripe;79;;;;;;;;;;;;
Pandanus, ??m?en, yellow-orange flesh, ripe, raw;;;;;;;;;;;;;
Pandanus, ??m?en, yellow-orange, flesh, ripe, raw;67;;;;;;;;;;;;
Pandanus, ??k?twa,yellow-orange flesh,  ripe, raw;;;;;;;;;;;;;
Pandanus, ??k?twa,yellow-orange flesh, ripe, raw;78;;;;;;;;;;;;
Pandanus, M?j?l, yellow-orange flesh, ripe, raw;;;;;;;;;;;;;
Pandanus, M?j?l, yellow-orange flesh, ripe, raw;75;;;;;;;;;;;;
Pandanus, ??jokd?d, yellow-orange flesh, ripe, raw;;;;;;;;;;;;;
Pandanus, ??jokd?d ,  yellow-orange flesh, ripe, raw;91;;;;;;;;;;;;
Pandanus, Anperia, yellow-orange flesh, ripe, raw;;;;;;;;;;;;;
Pandanus, Anperia, yellow-orange flesh, ripe, raw;77;;;;;;;;;;;;
Pandanus, ?eikmaan, yellow-orange flesh, ripe, raw;;;;;;;;;;;;;
Pandanus, ?eikmaan, yellow-orange flesh, ripe, raw;85;;;;;;;;;;;;
Pandanus, Joibeb, yellow-orange flesh, ripe, raw;;;;;;;;;;;;;
Pandanus, Joibeb, yellow-orange flesh, ripe, raw;73;;;;;;;;;;;;
Pandanus, Edwaan-e?-an-Nelu, yellow-orange flesh, ripe, raw;;;;;;;;;;;;;
Pandanus, Edwaan-e?-an-Nelu, yellow-orange flesh, ripe, raw;81;;;;;;;;;;;;
Pandanus, Ut?tt?t, yellow-orange flesh, ripe, raw;;;;;;;;;;;;;
Pandanus, Ut?tt?t, yellow-orange flesh, ripe, raw;80;;;;;;;;;;;;
Pandanus, ??jmao, yellow flesh, ripe, raw;;;;;;;;;;;;;
Pandanus, ??jmao, yellow flesh, ripe, raw;81;;;;;;;;;;;;
Pandanus, Lotoon, yellow-orange flesh, ripe, raw;;;;;;;;;;;;;
Pandanus, Lotoon, yellow-orange flesh, ripe, raw;80;;;;;;;;;;;;
Pandanus, Mweng masal srisrik,  orange flesh, ripe, raw;;;;;;;;;;;;;
Pandanus, Mweng masal lulap,orange, flesh,  ripe, raw;;;;;;;;;;;;;
Pandanus, Mweng masal srisrik,orange flesh,  ripe, raw;;;;;;;;;;;;;
Pandanus, Mweng oa,  yellow, flesh, ripe, raw;;;;;;;;;;;;;
Pandanus, Mweng choipep, light yellow flesh, ripe, raw;;;;;;;;;;;;;
Date, Tantebouchte, raw;;;;;;;;;;;;;
Date, Tantebouchte, raw;;;;;;;;;;;;;
Date, Tantebouchte, raw;;;;;;;;;;;;;
Date,  Hamraya, raw;;;;;;;;;;;;;
Date, Deglet-Nour, raw;;;;;;;;;;;;;
Date, Deglet-Nour, raw;;;;;;;;;;;;;
Date, Deglet-Nour, raw;;;;;;;;;;;;;
Blueberry, Bluecrop, ripe, raw;;;;;;;;;;;;;
Blueberry, Bluegold, ripe, raw;;;;;;;;;;;;;
Blueberry,  Brigitta, ripe, raw;;;;;;;;;;;;;
Blueberry,  MSU-58, ripe, raw;;;;;;;;;;;;;
Blueberry, Elliott, ripe, raw;;;;;;;;;;;;;
Blueberry, Jersey, ripe, raw;;;;;;;;;;;;;
Blueberry,  Legacy, ripe, raw;;;;;;;;;;;;;
Blueberry, Little Giant, ripe, raw;;;;;;;;;;;;;
Blueberry,  Nelson, ripe, raw;;;;;;;;;;;;;
Date, Fard,  mature, sun-dried, raw;18.5;1.47;;;;8;;;;1.49;;;
Date, Khasab, mature, sun-dried, raw;16.5;1.61;;;;8.44;;;;1.59;;;
Date, Khalas, mature, sun-dried, raw;12.6;1.68;;;;6.29;;;;1.79;;;
Apricot, Laycot, mature, raw;;;;;11.96;;;;;;;;
Apricot, Palummella, mature, raw;;;;;10.91;;;;;;;;
Apricot,  Pellecchiella, mature, raw;;;;;12.74;;;;;;;;
Apricot, Tomcot, mature, raw;;;;;11.66;;;;;;;;
Apricot,  Hargrand, mature, raw;;;;;13.32;;;;;;;;
Apricot,  Icapi, mature, raw;;;;;12.22;;;;;;;;
Apricot,  Aurora, mature, raw;;;;;7.43;;;;;;;;
Apricot, Bella Dimola, mature, raw;;;;;9.24;;;;;;;;
Apricot, Giada, mature, raw;;;;;10.22;;;;;;;;
Apricot,  Dulcinea, mature, raw;;;;;13.07;;;;;;;;
Apricot, Harcot, mature, raw;;;;;12.22;;;;;;;;
Apricot,  Goldrich, mature, raw;;;;;11.46;;;;;;;;
Apricot, Perla, mature, raw;;;;;10.11;;;;;;;;
Apricot,  Orange Red, mature, raw;;;;;14.49;;;;;;;;
Apricot, Sabbatani, mature, raw;;;;;10.06;;;;;;;;
Mango, Amélie,  pulp, half-ripe, dried, raw;12.5;;;;;;;;;;;;
Mango, Amélie,  pulp, half-ripe, raw;67.6;;;;;;;;;;;;
 Mango, Amélie pulp, ripe, raw;78.78;;;;;;;;;3.01;;;
 Mango, Brooks, pulp, half-ripe, dried, raw;13.3;;;;;;;;;;;;
 Mango, Brooks, pulp, half-ripe, raw;59;;;;;;;;;;;;
Mango, Brooks, pulp, ripe, raw;76.5;;;;;;;;;2.71;;;
Mango, Zill,  pulp, ripe, raw;76.36;;;;;;;;;2.03;;;
Fruit, raw;86.4;0.1;;;;;;;;0.7;;;
Bush banana, australis, fruit, raw;84.9;8.1;;4.4;;;0.9;;;1.2;;;
Bush banana, leptophylla, fruit, raw;84.1;9.8;;;;;;;;0.7;;;
Bush cucumber, fruit, raw;80.7;3.4;;10.7;;;2.8;;;2.2;;;
Waterlily pods, fruit, raw;69.7;2.8;;18;;;8.3;;;0.8;;;
Bush fruit, raw;67.6;0.7;;18.4;;;12.3;;;0.8;;;
Quandong, NSW, raw;76.7;1.7;;;;;;;;2.1;;;
Bush plum, fruit, raw;62.9;4.8;;24.4;;;2.5;;;1;;;
Bush raisin, fruit, raw;61.2;2.9;;;;;;;;1.1;;;
Bush tomato, fruit, raw;78.2;1.8;;15.1;;;3.2;;;1.1;;;
Green plum, fruit, raw;72;1.1;;;;;;;;1.2;;;
Custard finger, fruit, raw;75.3;2.2;;;;;;;;0.7;;;
Bush apple, fruit, raw;89.1;0.4;;3.9;;;5.4;;;0.6;;;
Wild orange, raw;42;3.7;;25.2;;;21.7;;;2.5;;;
Native orange, raw;54.1;10.1;;18.9;;;10.2;;;1.8;;;
Wild orange, raw;57.9;7.3;;20;;;11.4;;;1.9;;;
Coastal caper, fruit, raw;79.6;4.6;;3.2;;;7.2;;;1.8;;;
Native pomegranate, fruit, raw;51.5;8.8;;25.2;;;10.9;;;1.8;;;
Conkerberry, fruit, raw;55.9;3.1;;27.6;;;9.3;;;1.5;;;
Bush banana, wild cucumber, fruit, raw;75.2;2.6;;18.6;;;2.1;;;1;;;
Bush banana, wild cucumber, fruit, raw;83.5;2;;10.4;;;3;;;0.7;;;
Fruit, raw;85.8;1.1;;9.7;;;2.2;;;0.7;;;
Quandong, fruit, raw;67.7;2.8;;22.6;;;4.5;;;2.4;;;
